"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"11988",514,411,345,494,320,384
"68797",56,40,55,44,54,32
"102103",142,79,67,107,98,104
"78849",0,0,0,0,0,0
"234199",1,2,2,1,2,0
"18536",2271,1615,1385,1898,1233,1535
"11886",3325,2350,2475,2878,2555,2471
"14300",603,429,444,505,517,415
"69966",0,0,0,0,0,0
"244448",0,0,0,0,0,0
"622117",0,0,0,0,0,0
"22702",0,0,0,0,0,0
"382007",0,0,0,0,0,0
"13525",0,0,0,0,0,0
"384813",0,0,0,0,0,0
"252866",0,0,0,0,0,0
"384814",0,0,0,0,0,0
"14107",4641,2998,2191,3787,2028,3372
"100039673",2,0,2,3,1,1
"434310",0,0,1,0,0,0
"17773",2,0,2,5,5,3
"622523",0,0,0,0,0,0
"109821",0,0,0,0,0,0
"16621",0,1,0,0,1,0
"102294",70,51,67,86,57,44
"212326",287,239,224,265,237,227
"142980",47,47,43,42,45,47
"100503309",0,0,1,0,1,1
"234214",4627,3527,3363,4008,2872,3378
"100861925",3,5,3,1,1,0
"319940",45,26,45,28,11,19
"53318",15251,13058,13516,12993,12771,12701
"212392",4,3,6,6,4,3
"69479",26,16,21,30,35,23
"192169",772,640,642,661,665,667
"654824",68,45,93,69,83,77
"67620",76,75,46,58,52,42
"102141",232,182,212,230,183,173
"66756",465,360,342,451,384,339
"11739",14902,12272,12718,12867,13488,12349
"234219",0,0,0,0,0,0
"14081",1930,1637,1443,1519,1405,1469
"71876",5,7,6,8,8,1
"408022",132,67,103,109,91,98
"12367",523,410,356,380,376,342
"100503498",3,1,2,4,1,1
"16363",249,195,214,259,210,228
"320981",5,6,6,11,8,5
"71069",810,548,440,666,479,520
"320714",1108,915,849,999,862,845
"192174",639,464,524,599,552,547
"667422",10,6,8,10,16,12
"69260",196,158,149,190,169,145
"70925",247,188,207,216,208,173
"100039801",1,0,3,1,0,0
"75677",3,4,3,3,4,1
"52357",1068,762,699,841,662,751
"320685",107,85,92,87,82,84
"23965",460,359,289,409,297,364
"100503519",0,0,0,0,1,1
"75359",0,0,0,0,0,0
"100039954",0,0,0,0,0,0
"100040220",660,506,594,565,642,478
"11593",659,438,474,547,544,463
"234258",2,2,1,1,1,0
"22341",293,212,209,246,250,222
"76687",1948,1485,1478,1712,1501,1485
"76294",5088,4274,4182,4183,3938,3716
"69281",2,0,2,1,0,0
"244484",9,7,11,8,9,10
"234267",13,11,7,13,11,3
"100040382",1,2,0,0,0,0
"100040392",1,0,2,1,0,0
"546212",2,1,3,1,0,0
"100862163",1,1,0,2,0,0
"547103",6,3,5,3,0,2
"100862197",0,0,0,0,0,0
"100862211",3,3,9,0,0,0
"100862226",0,2,0,0,0,0
"100862234",4,1,2,2,0,0
"100862253",1,2,1,0,1,0
"100862263",3,8,2,0,0,3
"100862272",4,8,3,0,1,4
"100862298",0,0,0,0,0,0
"100862312",0,0,0,0,0,0
"100862322",0,0,0,0,0,0
"100862327",0,0,0,0,0,0
"382364",1,0,0,1,0,0
"664876",0,0,0,0,0,0
"244486",0,0,0,0,0,0
"110304",0,0,0,1,0,0
"15446",23,20,12,19,13,9
"382010",175,110,135,153,129,123
"50753",395,424,365,380,384,362
"15111",1,0,2,1,2,4
"20284",0,0,0,0,0,0
"60406",434,343,443,371,455,349
"100862010",1,0,0,0,0,0
"97165",59,40,45,43,48,36
"108150",143,105,105,105,93,76
"100502593",0,0,0,0,0,0
"100502619",2,2,3,0,3,3
"270049",2,0,2,2,1,1
"100040711",0,0,1,0,0,0
"100271928",0,0,0,0,0,0
"234290",0,0,0,1,0,0
"330776",1,0,0,0,0,0
"23923",1,1,2,2,1,0
"71306",3488,2852,2530,2879,2235,2567
"72612",232,158,212,203,199,157
"12725",930,700,726,846,621,720
"320383",1,1,1,1,2,4
"18004",407,289,254,305,265,290
"59009",684,566,532,632,517,572
"69279",0,0,1,0,0,0
"100502680",8,10,8,7,7,6
"234309",210,175,175,188,201,164
"72333",14500,11271,9157,13020,9155,10193
"75111",392,314,257,356,337,242
"234311",40,29,14,36,15,35
"26359",0,0,2,0,1,0
"72902",5,4,9,1,2,7
"244495",0,0,0,0,0,0
"21892",204,105,103,148,106,110
"735270",0,0,0,0,0,0
"12876",2399,1803,2068,2232,2170,1875
"66234",1777,1226,1333,1524,1440,1412
"77113",451,348,341,447,412,395
"73067",254,190,227,287,283,220
"333307",2,0,0,0,2,2
"234329",0,0,0,0,0,0
"260296",0,0,0,0,0,0
"100038489",0,2,1,0,0,0
"407795",0,0,0,0,0,0
"72925",6,7,5,11,5,5
"100503651",0,0,0,0,0,0
"66282",272,226,202,222,232,218
"74419",0,1,0,0,0,0
"18168",0,0,1,1,0,1
"18166",28,20,19,33,23,22
"234344",204,154,192,241,209,207
"17960",0,0,0,0,0,0
"17961",34,18,33,25,24,23
"17962",0,2,2,0,0,2
"234353",662,504,378,572,360,459
"72281",103,89,65,116,82,87
"234356",391,229,262,320,257,304
"73609",2,2,0,1,2,0
"70885",346,351,299,340,319,304
"16956",382,292,268,216,244,179
"100861638",0,0,0,0,2,1
"110877",26,14,15,22,21,19
"11966",1553,1304,1108,1528,1245,1185
"100861650",0,0,0,0,0,0
"211134",187,142,152,177,139,118
"234358",196,123,142,144,159,119
"211135",6,6,1,10,6,7
"378466",176,133,104,142,100,134
"670593",0,0,0,0,0,0
"665578",0,0,0,0,0,0
"234362",156,141,155,158,131,120
"636741",39,28,18,30,27,30
"66869",339,270,315,331,289,261
"620419",63,48,72,57,59,66
"330788",290,222,251,261,236,252
"170759",1116,849,902,947,937,832
"78816",363,268,284,282,247,242
"53978",50,27,34,53,44,29
"80720",34,27,28,25,28,14
"68709",487,460,583,396,453,384
"234365",35,37,38,37,51,34
"67184",2953,2525,2565,2580,3037,2505
"83984",13,16,15,14,6,5
"234366",2093,1768,1671,1928,1715,1607
"665649",253,277,263,315,290,288
"74549",1527,1181,1205,1246,1110,959
"70616",753,587,547,615,548,595
"107770",8,5,9,6,5,6
"100861688",0,0,0,0,0,0
"330790",123,101,86,106,70,87
"13004",2,2,2,1,2,0
"19727",152,105,157,134,105,112
"75692",16,12,24,15,24,9
"72368",381,283,291,358,300,296
"17259",4,0,3,0,1,2
"234371",2331,1915,1900,1869,1829,1700
"73095",182,143,139,122,136,112
"76813",298,283,294,292,301,261
"234373",1136,935,941,986,858,851
"100503831",0,0,0,2,0,0
"26558",539,391,426,448,478,422
"234374",564,487,491,535,476,418
"59042",2037,1745,1902,1882,1876,1677
"14559",0,0,0,0,0,0
"93898",0,0,0,0,0,0
"19704",1806,1406,1436,1599,1500,1365
"12845",17,9,15,24,14,4
"382056",737,608,587,688,662,587
"234378",686,588,604,576,566,505
"67937",10,5,5,4,5,5
"12931",491,320,474,445,439,387
"66462",641,586,646,629,743,575
"22186",6759,5696,5874,6064,6684,5956
"75620",441,453,413,456,454,393
"14232",3049,2566,2763,2756,2936,2534
"13716",418,315,368,340,356,308
"71780",2223,1975,2250,1789,2076,1885
"76900",435,420,486,501,533,426
"211228",0,1,0,0,0,0
"23886",138,123,102,154,164,115
"66522",1060,844,819,862,800,807
"50783",613,460,487,518,588,459
"16478",1508,1342,1620,1759,2125,1596
"637079",1,5,1,0,3,1
"100502950",0,0,0,0,0,0
"110385",1,7,1,0,0,2
"19339",822,725,771,750,747,723
"234384",229,169,199,239,271,221
"65972",238,191,215,263,278,218
"18709",1651,1359,1419,1642,1352,1353
"72093",99,84,87,125,114,84
"546071",948,730,809,794,803,710
"16161",1,2,5,6,7,3
"70807",74,50,61,49,50,54
"84036",71,59,58,86,80,88
"442796",0,0,0,0,0,0
"234388",1510,1173,1359,1320,1380,1225
"114479",9,8,13,8,14,18
"76808",6934,5592,5694,6220,6608,5802
"104370",4,1,5,2,2,0
"270058",1593,1156,1299,1401,1264,1201
"100316777",0,0,0,0,0,0
"665828",17,14,15,17,18,7
"69419",0,0,0,0,0,0
"100042057",0,0,0,0,0,0
"76478",507,411,394,495,471,503
"17925",1932,1239,1355,1699,1274,1231
"67023",1213,1004,1000,1021,1203,959
"77090",74,70,66,85,82,59
"13864",657,577,722,807,881,677
"234395",2,0,2,4,1,1
"68251",1229,1074,1062,1087,1089,1064
"234396",2,4,0,1,0,6
"64296",666,493,506,561,550,502
"94065",320,261,284,307,303,265
"66498",1682,1338,1314,1540,1544,1300
"382014",868,670,789,759,766,735
"70359",214,176,237,227,219,181
"84094",9,4,12,12,9,4
"665928",0,0,0,2,0,0
"69550",186,155,199,180,159,217
"73711",323,232,320,316,317,293
"434325",1,0,3,1,2,3
"234404",0,0,0,0,0,0
"26457",274,179,262,216,243,184
"100861736",12,15,13,12,18,15
"66171",193,157,193,195,174,172
"100861739",4,3,8,6,4,5
"100037278",26,16,29,34,26,18
"234407",2313,1826,1931,2118,2014,1940
"382018",75,72,80,85,87,65
"16453",31,27,33,22,27,28
"16336",0,0,0,0,0,0
"72297",25,21,13,28,32,21
"74015",5,6,6,2,1,4
"236193",58,32,33,56,47,55
"382019",61,32,44,40,36,50
"170938",731,599,555,611,644,588
"234413",49,38,55,58,39,41
"72054",0,0,0,1,0,0
"404315",0,0,0,0,0,0
"258532",0,0,0,0,0,0
"258335",0,0,0,0,0,0
"326618",2950,1952,2281,2481,2237,2082
"17274",613,470,475,553,530,515
"100861754",0,1,0,0,0,0
"209488",1,0,1,0,1,0
"234421",0,0,0,1,0,1
"67922",708,526,545,634,626,514
"11767",857,637,741,800,674,693
"16598",138,73,146,128,128,95
"13859",899,680,783,886,735,695
"73316",42,43,37,52,34,41
"72254",129,110,129,133,122,113
"27967",1787,1379,1439,1513,1306,1332
"270066",1502,1258,1197,1186,1130,1100
"100503374",28,12,16,14,15,19
"70625",191,137,174,175,158,148
"66818",2380,1943,1747,1927,1809,1753
"74166",12232,10205,10432,10331,9973,9503
"319555",118,67,70,89,67,65
"20467",2006,1565,1648,1740,1755,1550
"14065",25,23,26,16,16,9
"16795",1988,1534,1539,1842,1529,1697
"100628574",0,0,0,0,0,0
"71597",0,0,0,1,0,0
"70823",297,214,231,233,232,215
"21968",1432,1169,1212,1473,1314,1284
"15368",2303,1689,1724,2720,2622,2252
"17218",71,48,55,53,34,62
"75141",1,4,4,5,0,4
"666211",22,13,11,13,14,16
"71831",0,0,0,0,0,0
"100039211",0,3,2,1,2,1
"110784",181,167,141,149,110,159
"100503998",0,0,0,0,0,0
"78514",2034,1678,1739,1900,1738,1632
"70345",9,5,5,15,15,9
"102182",209,178,163,195,210,182
"234463",852,647,662,771,652,663
"67357",0,0,0,0,0,0
"13617",153,150,124,171,141,139
"73301",0,0,0,0,0,0
"18997",0,0,0,0,0,1
"100039422",18,13,16,29,28,18
"19656",736,600,665,695,660,606
"76775",153,82,107,96,96,81
"78651",531,387,445,452,450,422
"622675",415,299,334,430,361,342
"67687",0,0,0,0,1,0
"109136",150,118,143,132,133,114
"234479",9,5,8,15,4,4
"17125",727,591,611,719,667,640
"73945",3621,2628,2476,3068,2517,2687
"24015",3535,2788,2710,2969,2608,2765
"68999",231,196,144,205,153,166
"100504383",0,0,0,0,0,0
"15245",2,1,0,1,1,0
"14934",0,0,0,0,0,0
"74709",0,0,0,0,0,0
"333315",0,0,0,3,0,0
"93762",1777,1409,1415,1479,1501,1356
"14388",464,329,349,398,336,386
"100504605",0,0,0,0,0,0
"74841",1055,778,737,892,714,825
"234515",2545,1997,1432,2158,1308,1756
"16168",56,52,35,43,36,37
"30932",680,547,553,650,631,483
"330812",175,111,102,165,136,112
"71310",181,128,114,143,119,127
"22227",0,0,0,0,0,0
"244548",360,266,263,313,273,260
"67555",0,0,0,0,0,0
"12745",2,1,0,2,0,0
"56367",897,729,732,870,776,687
"258267",0,0,0,0,0,0
"66916",1895,1687,1670,1737,1837,1519
"106529",9416,7683,7697,8373,8389,7654
"81489",742,532,546,604,605,495
"67903",1096,870,890,916,1058,851
"19216",1249,1022,1028,1044,1010,886
"320795",1900,1541,1299,1667,1238,1331
"68278",1291,1110,1129,1064,1052,1059
"26364",2676,1946,2141,2351,2004,2005
"330814",980,683,865,785,761,782
"100126034",7,6,8,11,10,2
"66929",161,131,115,137,135,117
"18747",10777,8806,8827,9593,9465,9393
"100862267",0,0,0,0,0,0
"666704",366,285,386,350,402,357
"73453",11,8,18,11,12,5
"70134",48,48,33,47,52,33
"100316677",0,0,0,0,0,0
"74337",442,298,302,350,333,277
"50931",5,3,1,4,2,4
"212108",0,0,0,3,0,0
"100038416",34,15,25,22,25,26
"442802",33,21,15,22,21,12
"19724",277,195,230,243,237,199
"735271",0,1,0,0,0,0
"212123",341,265,288,312,289,280
"244550",17,11,17,32,15,10
"212139",1025,801,768,819,737,760
"74666",5,5,14,7,5,11
"244551",2,2,9,4,2,1
"100049549",0,0,2,0,0,0
"723819",0,0,0,0,0,0
"387216",8,13,10,11,8,4
"387220",7,4,6,2,10,4
"723960",19,9,17,17,18,9
"100526528",0,0,0,0,0,0
"212168",830,645,636,692,626,630
"101966",1843,1456,1549,1616,1691,1474
"67873",251,205,231,251,262,192
"67736",206,201,210,203,224,187
"12286",238,196,212,202,203,216
"15936",2097,1686,1932,1940,1919,1487
"66830",2600,2178,2157,2282,2055,2100
"212528",843,633,768,766,766,661
"17095",1,7,8,2,5,3
"18032",3404,2767,2936,2984,2639,2970
"619292",2,1,4,3,3,1
"23863",145,135,132,126,166,124
"100503665",1,0,0,0,1,0
"102060",633,562,604,652,733,595
"19358",1748,1478,1506,1541,1564,1441
"12317",8206,6072,6310,7172,6103,5647
"73619",2,1,4,1,1,1
"66590",1214,1036,962,1052,1040,878
"71846",19,9,14,11,16,11
"270076",388,335,367,339,344,290
"16596",4,4,1,3,2,6
"13423",308,223,249,230,255,184
"56527",93,54,93,89,81,54
"100503676",10,9,13,15,7,10
"234542",13,15,11,6,9,9
"69724",231,203,204,191,198,181
"21672",3542,2812,2921,3129,3172,2757
"16477",3140,2672,3187,3102,3166,2560
"170833",322,232,293,262,277,223
"212989",1,0,0,0,0,0
"56495",1152,907,872,931,909,823
"68544",1044,917,1142,1186,1313,1038
"212999",1568,1019,1138,1288,1115,1083
"320466",13,3,11,10,7,7
"68628",244,166,193,190,205,177
"436049",0,1,5,1,6,3
"330817",366,268,302,316,301,259
"67836",457,417,418,440,423,397
"414077",632,517,500,555,584,545
"17159",681,532,562,635,577,535
"244556",28,14,15,16,28,18
"624855",0,0,0,0,0,0
"258858",0,0,0,0,0,0
"65114",3514,2680,2652,3077,2643,2512
"56452",132,88,92,103,88,80
"213435",26,26,20,27,26,22
"66714",453,378,421,418,386,404
"108682",1200,986,908,1117,1051,910
"56445",5862,4542,4731,5109,4733,4384
"74513",42,23,25,45,31,42
"71927",1461,1065,1145,1250,1167,1145
"102093",2540,2081,1940,2280,1726,1987
"244562",0,0,0,0,0,0
"66887",1816,1454,1512,1579,1514,1459
"20437",291,259,218,243,249,225
"666945",1,6,9,2,10,5
"80750",1241,980,844,1021,800,969
"100038706",0,0,0,3,0,0
"100503751",0,0,0,0,0,0
"12404",2,1,1,2,1,3
"100040294",9,5,11,4,7,10
"330820",0,0,0,0,0,0
"94187",34,26,28,32,22,26
"382030",776,594,590,639,599,516
"234549",1217,1050,1015,1059,1077,995
"77265",6,6,7,9,16,2
"214627",903,650,632,800,634,638
"100503817",0,0,0,1,1,0
"11513",1402,1068,1100,1092,997,1071
"26992",2179,1923,1795,1895,1908,1789
"93960",36,32,19,36,29,30
"71607",4,0,1,2,8,1
"100862404",0,0,0,0,0,0
"257632",92,61,80,78,62,57
"74256",2145,1742,1657,1822,1471,1603
"58198",2,2,3,1,3,5
"100041089",0,0,0,0,0,1
"625801",0,0,0,0,0,0
"244579",4,4,4,2,1,3
"100503868",0,0,0,0,0,0
"109151",521,363,353,443,268,376
"19651",840,628,643,746,605,674
"14339",1027,866,886,838,826,864
"244585",369,313,247,334,239,275
"26383",3647,2909,2896,3136,2748,2801
"320798",1,0,1,0,3,0
"16373",568,463,512,574,560,403
"71296",75,72,94,87,90,82
"54352",151,121,145,165,165,124
"64379",0,0,0,0,0,1
"17390",1434,885,983,1214,1060,888
"270084",11,13,7,8,8,7
"69543",0,0,3,0,0,0
"20538",0,0,1,0,0,0
"244595",5,4,6,1,10,4
"382044",0,0,0,0,0,0
"13884",0,0,0,0,0,0
"104158",4,0,1,6,1,0
"13897",0,0,0,0,0,0
"234564",6,0,6,4,6,4
"12623",1,1,1,4,1,2
"75704",1,0,0,0,0,0
"67935",0,0,0,0,0,0
"14681",374,346,339,353,285,333
"75809",0,0,0,0,0,0
"23802",3135,2523,2438,2814,2401,2529
"100861639",0,0,0,0,0,0
"68219",220,166,174,203,177,221
"100861643",0,0,0,0,0,0
"270086",1038,844,763,898,728,798
"67378",205,175,145,152,138,140
"17752",0,0,0,1,0,0
"17751",35,34,35,38,45,26
"17750",473,341,402,743,807,639
"17748",743,539,611,1044,1206,986
"71805",1438,1102,1166,1113,1073,992
"723956",0,0,0,0,0,0
"20497",3,4,1,1,0,1
"64209",3217,2664,2819,2731,2783,2456
"320377",0,0,0,0,0,0
"434341",22,20,23,21,17,23
"234577",994,857,894,844,895,862
"102122",847,618,613,668,684,663
"67610",471,367,322,384,324,356
"107566",1735,1429,1417,1498,1582,1477
"67801",5,2,3,6,0,4
"20299",3,0,0,0,0,0
"20312",234,182,180,165,166,180
"100861664",0,0,0,0,0,0
"20295",10,3,1,2,0,0
"109006",419,373,338,412,350,352
"67914",1887,1714,1634,1770,1706,1692
"20021",916,842,840,901,823,721
"114255",110,88,90,106,112,106
"234582",360,251,292,316,351,248
"382045",2,1,2,2,0,0
"14766",583,455,547,521,476,507
"54672",2,8,4,2,0,0
"330830",1,0,1,1,0,0
"74187",678,555,507,540,510,509
"16582",1309,1061,1078,1048,1051,954
"333329",37,28,24,38,20,36
"73407",3,1,0,0,0,0
"79233",567,426,467,517,444,435
"101985",323,254,273,293,301,270
"17388",2485,1914,1850,2381,1892,1967
"14894",338,237,294,301,300,300
"13000",1170,867,851,934,922,799
"244608",0,0,2,5,2,0
"70993",0,0,0,0,1,1
"78833",91,88,72,68,62,63
"234593",16696,14336,16263,12484,13109,13827
"66083",269,256,297,262,222,231
"234594",2271,1806,1498,2078,1412,1577
"319960",21,14,14,20,5,12
"100041953",507,421,444,461,464,402
"234595",423,330,328,328,343,301
"14719",6814,5733,5708,5860,5403,5565
"100499527",0,0,0,0,0,0
"12564",0,0,0,0,0,1
"234624",0,0,0,0,0,0
"100042069",351,262,303,349,320,292
"100504084",491,323,382,377,427,399
"12552",1712,1130,1329,1624,1203,1244
"100504119",3,0,0,0,0,0
"71058",0,0,0,0,0,0
"12562",7,6,4,7,5,10
"100861701",0,0,0,3,0,1
"65115",76,74,81,56,75,83
"57813",214,145,160,171,179,156
"75458",28,21,27,36,33,30
"320206",32,13,22,20,11,18
"73381",0,0,0,0,0,0
"100504164",0,0,0,0,0,0
"75502",0,0,0,0,0,2
"68119",431,271,332,378,360,345
"97487",525,397,344,535,364,415
"234663",4640,3567,3556,3839,3398,3287
"320022",31,15,16,17,24,16
"234664",1025,854,817,909,910,756
"12354",20,21,22,14,21,29
"628007",0,0,0,0,0,0
"382051",190,143,136,156,163,144
"12556",5,5,4,4,6,4
"56437",1478,1393,1503,1467,1861,1428
"68523",558,531,555,532,607,516
"102022",0,0,0,0,0,0
"442809",0,0,0,0,0,0
"234669",6,7,4,0,2,4
"234671",59,45,60,37,57,29
"667754",82,53,74,51,85,50
"234673",37,21,10,19,38,24
"71903",0,0,1,1,0,2
"72361",45,21,31,51,31,37
"436059",0,0,0,0,0,0
"382053",0,0,0,0,0,0
"13909",1,0,2,0,0,1
"234677",0,0,1,4,3,0
"12400",3153,2355,2520,2749,2548,2227
"234678",438,412,386,453,429,350
"97440",73,60,63,89,93,57
"71609",143,103,118,131,126,105
"50788",83,72,70,59,81,76
"26386",216,171,204,198,215,160
"78688",907,741,764,873,822,716
"74356",151,108,117,120,113,94
"277978",136,105,106,138,126,104
"100504307",27,15,25,24,25,21
"104394",1190,995,1045,1073,1059,937
"234683",100,88,85,83,93,49
"723841",0,0,0,0,0,0
"234684",30,20,25,22,23,11
"66320",345,260,290,268,328,237
"234686",456,324,418,349,302,292
"277973",124,85,99,98,116,74
"102075",24,16,38,20,22,6
"279499",1,0,2,0,0,2
"270091",0,0,0,3,0,0
"67971",908,708,789,857,901,778
"70796",258,212,252,216,238,194
"15484",19,10,22,13,13,9
"11972",1439,1102,1135,1289,1283,1132
"11604",14,7,12,5,9,7
"667846",103,82,98,105,92,98
"75687",3281,2664,2524,2868,2272,2286
"100316712",0,0,0,0,0,0
"546100",20,14,11,20,16,15
"13018",1149,886,871,993,874,787
"234695",20,18,14,17,16,10
"497652",214,174,192,205,231,190
"56513",153,113,176,124,150,121
"102124",93,83,87,65,100,71
"71046",3,1,2,2,2,0
"70575",156,108,112,127,156,131
"74334",1774,1384,1368,1495,1286,1240
"72236",1,6,2,1,1,2
"320394",190,139,149,171,163,129
"59016",554,470,533,533,555,526
"68051",587,436,497,461,544,368
"100504368",5,10,6,7,5,1
"234699",1816,1422,1411,1502,1339,1369
"234700",2,0,2,1,2,6
"244631",513,348,432,507,468,430
"109660",6,5,5,6,3,1
"19171",280,218,202,246,272,252
"16816",15,11,20,15,15,7
"20498",2141,1544,1828,1889,1724,1647
"71854",0,0,0,0,0,0
"319446",0,1,0,1,0,1
"71986",349,305,323,320,319,318
"66369",405,303,328,346,342,312
"18021",1347,1036,996,1145,928,940
"77411",8,6,8,18,13,13
"69771",5,2,9,0,3,3
"192654",115,82,111,110,102,113
"100861797",0,0,0,1,2,0
"330836",751,533,575,615,495,542
"66432",333,269,335,304,314,255
"214572",716,626,623,662,648,577
"58994",21,14,12,13,16,13
"100038487",0,1,0,0,0,0
"68163",3,0,3,3,2,2
"22751",148,121,140,126,116,133
"330837",0,0,0,0,0,0
"12560",5,3,3,5,1,6
"68692",0,2,0,0,0,1
"12550",3,5,5,6,6,5
"100504495",0,0,0,0,0,0
"272538",310,245,234,249,230,197
"15118",17,8,15,8,15,6
"214987",1499,1113,1171,1356,1188,1122
"21771",1232,1051,1066,1084,999,973
"20650",350,255,214,262,216,237
"116733",1298,1073,1076,1153,1113,1114
"68023",561,398,502,520,490,517
"97484",581,475,547,530,559,518
"66164",595,497,532,519,581,562
"66269",0,0,2,0,0,0
"21750",596,554,509,575,531,494
"667847",183,160,155,186,191,175
"66427",4174,3212,3168,3424,3181,3058
"54446",2508,1672,1405,1973,1022,1557
"18104",541,370,350,552,480,449
"67619",522,484,454,483,476,414
"66894",763,582,588,624,617,562
"387158",2,1,1,1,0,0
"17463",4213,3597,3691,3629,3708,3246
"109215",2,0,0,0,3,0
"11906",797,513,487,658,576,600
"100526511",0,0,0,0,0,1
"628686",0,0,0,0,0,0
"384864",94,69,52,74,67,77
"56523",0,1,1,0,0,0
"64340",1534,1264,1183,1353,1214,1080
"234723",106,74,92,100,131,105
"15439",11,5,3,6,4,3
"56749",275,260,229,228,220,167
"244646",21,16,27,18,16,15
"71955",1120,770,895,819,813,824
"75871",202,191,195,219,201,169
"52335",925,711,573,757,591,662
"11765",1947,1444,1408,1762,1343,1407
"100217432",0,2,0,2,1,0
"244650",119,97,94,107,93,79
"73608",4,2,4,0,2,2
"234724",0,0,0,0,0,0
"26887",2,0,0,1,3,1
"234725",143,139,127,147,114,114
"12308",2,1,0,0,0,0
"234728",233,176,152,186,167,152
"244653",42,42,35,33,30,22
"100861869",0,0,0,0,0,0
"234729",1004,719,704,754,743,661
"244654",11155,9236,9316,9499,8499,8216
"76527",122,95,100,107,87,90
"101943",2265,1751,1807,2040,1684,1794
"100217465",1,0,0,0,0,0
"102339",3216,2600,2650,2923,2555,2748
"234730",198,140,190,155,163,133
"20444",1613,1267,1170,1380,1081,1284
"13680",1022,780,783,934,834,807
"234733",729,625,561,677,566,589
"100628592",0,0,0,1,0,1
"234734",4606,3789,3630,4337,3819,3878
"72544",332,230,252,292,305,220
"353287",2,2,6,1,2,2
"319518",642,495,293,544,282,433
"434350",107,71,65,61,46,72
"20340",3483,2769,2644,3257,2408,2898
"100504655",1,0,1,0,0,0
"234736",323,258,259,288,232,262
"547023",73,129,78,65,101,111
"74568",171,116,132,208,160,147
"338521",1,2,1,1,1,2
"319481",619,469,511,519,453,493
"170737",1154,911,1073,1091,1105,994
"52815",34,27,26,21,24,18
"22640",158,157,132,137,127,109
"66473",316,266,330,221,278,228
"100861890",1,0,0,0,0,0
"12927",2318,1828,1707,1975,1827,1631
"23837",839,667,687,745,776,593
"66817",51,42,24,34,29,27
"56773",0,0,1,3,1,1
"234740",128,112,107,124,97,102
"93739",1359,1058,1027,1049,1102,972
"30947",75,64,71,58,69,60
"85305",2945,2476,2431,2829,2636,2437
"57321",635,538,519,580,515,520
"627828",1987,1491,1595,1682,1871,1506
"170571",3,4,1,1,3,3
"791378",0,0,0,0,0,0
"270096",287,208,218,235,229,221
"668110",0,1,0,1,0,0
"208936",4,1,2,2,1,1
"67528",213,172,165,161,158,152
"270097",17,21,10,16,13,4
"71122",0,0,0,0,1,0
"100504738",0,0,0,0,0,0
"403395",26,14,30,40,31,20
"80707",168,146,143,180,144,111
"17132",516,372,402,378,349,340
"75465",11,8,13,6,6,11
"75796",767,579,568,659,587,561
"78213",0,0,0,0,0,0
"66531",231,181,192,191,177,200
"72155",33,20,27,23,36,19
"234776",906,784,642,764,709,761
"69528",58,56,38,46,39,26
"68133",1126,958,998,1133,1017,947
"76645",3,2,4,0,2,3
"63857",26,16,15,13,15,4
"209239",458,370,213,377,214,343
"100504395",401,259,237,296,232,225
"74440",2318,1870,1900,2150,2063,1885
"234779",329,266,282,333,262,250
"74032",21,18,13,24,28,15
"15486",1,0,0,0,0,3
"68533",257,226,217,217,235,183
"100504406",0,1,0,0,1,4
"12554",6306,5375,5220,5886,4639,5351
"68196",3045,2388,2362,2481,2698,2356
"56690",478,374,436,406,441,401
"71839",495,446,503,474,433,349
"117148",6,2,1,3,1,4
"234788",1,0,0,0,0,0
"56453",1854,1258,1388,1553,1354,1341
"72552",455,333,302,330,319,275
"68270",1,0,2,3,0,0
"21341",208,189,190,200,229,185
"628061",66,53,59,78,84,46
"75773",0,0,0,0,0,0
"66733",0,0,0,0,0,0
"67866",214,196,193,214,178,187
"69047",0,0,0,1,0,0
"74347",224,224,193,211,188,188
"72042",380,306,336,312,395,284
"234796",43,47,41,47,42,49
"22224",1085,943,878,1057,980,881
"78892",5,6,6,5,3,2
"102193",780,620,675,678,689,665
"234797",1885,1602,1458,1536,1297,1533
"436062",1,1,1,2,0,2
"382034",1558,1093,959,1473,989,1114
"272551",16,17,26,17,18,16
"100038388",5,7,4,7,7,5
"68918",8,9,17,4,17,14
"18117",436,361,393,409,386,379
"12857",9406,7768,7623,7365,7809,6909
"15900",4,4,3,2,6,2
"100503115",0,0,0,0,0,1
"68790",1,0,0,2,0,0
"15227",7,1,9,5,11,2
"234814",398,294,313,278,328,258
"14234",120,103,140,154,151,138
"14241",38,48,59,53,64,50
"76405",0,0,1,0,0,0
"72259",0,0,0,0,0,0
"76454",1224,1107,1193,1083,1059,1010
